Archive_Date,Group,Hospital_HIPE,Hospital,Specialty_HIPE1,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0400,Endocrinology,Adult,16-64, 3-6 Months,185
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0400,Endocrinology,Adult,16-64, 6-9 Months,96
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0400,Endocrinology,Adult,16-64, 9-12 Months,8
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,16-64,18 Months +,155
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,65+, 0-3 Months,207
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,65+, 3-6 Months,95
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,65+, 6-9 Months,81
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,65+, 9-12 Months,59
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0600,Otolaryngology (ENT),Adult,65+,12-15 Months,21
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Adult,65+, 0-3 Months,119
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Adult,65+, 3-6 Months,30
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Adult,65+, 6-9 Months,5
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0900,Geriatric Medicine,Adult,65+, 0-3 Months,109
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0900,Geriatric Medicine,Adult,65+, 3-6 Months,35
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Child,0-15, 0-3 Months,1
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Adult,16-64, 3-6 Months,318
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Adult,16-64, 6-9 Months,97
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Adult,16-64,12-15 Months,17
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Adult,65+,15-18 Months,6
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1700,Ophthalmology,Adult,65+, 0-3 Months,91
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1700,Ophthalmology,Adult,65+, 3-6 Months,100
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1700,Ophthalmology,Adult,65+, 6-9 Months,57
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1700,Ophthalmology,Adult,65+,12-15 Months,5
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Adult,16-64, 0-3 Months,571
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Adult,16-64, 6-9 Months,23
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Child,0-15, 0-3 Months,4
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Adult,65+, 0-3 Months,193
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Adult,65+, 3-6 Months,112
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Adult,65+, 6-9 Months,36
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2100,Psychiatry,Adult,16-64, 0-3 Months,28
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2400,Respiratory Medicine,Child,0-15, 3-6 Months,2
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2500,Rheumatology,Adult,16-64, 3-6 Months,96
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2500,Rheumatology,Adult,16-64, 6-9 Months,5
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2500,Rheumatology,Adult,16-64,12-15 Months,1
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Adult,16-64, 0-3 Months,624
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Adult,65+, 3-6 Months,8
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Adult,65+, 0-3 Months,237
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Adult,65+, 3-6 Months,98
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Adult,65+, 6-9 Months,1
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2605,Breast Surgery,Adult,16-64, 0-3 Months,279
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2605,Breast Surgery,Adult,16-64, 3-6 Months,109
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Adult,16-64, 0-3 Months,509
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Adult,16-64, 3-6 Months,286
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Adult,16-64, 9-12 Months,220
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Adult,16-64,12-15 Months,37
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7900,Clinical Immunology,Adult,16-64, 3-6 Months,100
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7900,Clinical Immunology,Adult,16-64, 6-9 Months,47
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7900,Clinical Immunology,Adult,16-64, 9-12 Months,10
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,16-64,15-18 Months,3
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Child,0-15, 0-3 Months,1
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Adult,16-64, 0-3 Months,946
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Adult,16-64, 3-6 Months,680
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,0900,Geriatric Medicine,Adult,16-64, 0-3 Months,9
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1100,Haematology,Adult,16-64, 3-6 Months,116
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1100,Haematology,Adult,16-64,12-15 Months,20
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1100,Haematology,Adult,65+, 9-12 Months,23
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Adult,16-64, 3-6 Months,382
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Adult,16-64, 6-9 Months,280
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Adult,16-64,12-15 Months,181
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Adult,16-64,15-18 Months,89
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Adult,65+, 9-12 Months,36
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1300,Neurology,Child,0-15, 3-6 Months,2
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Adult,16-64, 0-3 Months,641
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Adult,65+, 6-9 Months,26
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Child,0-15, 0-3 Months,9
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Child,0-15, 3-6 Months,4
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Child,0-15, 6-9 Months,2
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Child,0-15,12-15 Months,1
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Child,0-15,15-18 Months,1
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Adult,16-64, 9-12 Months,18
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1600,Oncology,Adult,65+, 0-3 Months,12
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1700,Ophthalmology,Adult,16-64, 9-12 Months,19
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Adult,16-64, 0-3 Months,452
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Adult,16-64, 6-9 Months,115
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2003,Maxillo-Facial,Adult,16-64, 0-3 Months,7
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2100,Psychiatry,Adult,16-64, 6-9 Months,1
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2300,Nephrology,Adult,16-64, 3-6 Months,3
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,68
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2400,Respiratory Medicine,Adult,65+, 3-6 Months,137
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2400,Respiratory Medicine,Adult,65+, 6-9 Months,41
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2400,Respiratory Medicine,Child,0-15, 0-3 Months,2
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Adult,65+, 0-3 Months,114
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2605,Breast Surgery,Adult,65+, 0-3 Months,23
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2605,Breast Surgery,Adult,65+, 3-6 Months,9
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2700,Infectious Diseases,Adult,65+, 0-3 Months,3
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Adult,16-64, 6-9 Months,214
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Adult,65+, 9-12 Months,85
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,65+, 0-3 Months,69
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,65+, 6-9 Months,92
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,65+,15-18 Months,2
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,0000,Small Volume Specialities,Adult,16-64, 0-3 Months,2
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Adult,16-64, 6-9 Months,539
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Adult,16-64,18 Months +,2
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Adult,65+, 3-6 Months,27
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Adult,65+,15-18 Months,5
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Child,0-15, 6-9 Months,1
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,16-64, 3-6 Months,160
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,16-64,12-15 Months,81
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,65+, 9-12 Months,86
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Adult,65+, 0-3 Months,73
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Adult,65+, 6-9 Months,40
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Adult,65+,18 Months +,333
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0900,Geriatric Medicine,Adult,65+, 0-3 Months,73
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0900,Geriatric Medicine,Adult,65+, 3-6 Months,12
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1100,Haematology,Adult,16-64, 0-3 Months,86
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1100,Haematology,Adult,16-64, 6-9 Months,25
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1100,Haematology,Adult,16-64,12-15 Months,8
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1100,Haematology,Adult,16-64,15-18 Months,5
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Adult,16-64,18 Months +,20
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Adult,65+, 0-3 Months,200
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Adult,65+, 3-6 Months,100
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Adult,65+, 9-12 Months,15
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1400,Neurosurgery,Adult,65+,12-15 Months,4
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Adult,65+, 0-3 Months,37
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Adult,65+, 3-6 Months,24
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Adult,65+, 6-9 Months,11
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1503,Gynaecology,Adult,65+, 9-12 Months,1
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1600,Oncology,Adult,16-64, 0-3 Months,11
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1700,Ophthalmology,Adult,16-64, 6-9 Months,56
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1700,Ophthalmology,Child,0-15, 0-3 Months,3
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Adult,65+, 3-6 Months,55
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,1800,Orthopaedics,Adult,65+, 6-9 Months,12
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2000,Plastic Surgery,Adult,16-64, 3-6 Months,327
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2003,Maxillo-Facial,Adult,65+, 0-3 Months,3
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2300,Nephrology,Adult,16-64, 0-3 Months,71
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2300,Nephrology,Adult,65+, 3-6 Months,6
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2400,Respiratory Medicine,Adult,65+, 0-3 Months,127
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2500,Rheumatology,Adult,65+, 0-3 Months,72
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2605,Breast Surgery,Child,0-15, 0-3 Months,1
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2700,Infectious Diseases,Adult,16-64, 0-3 Months,11
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Adult,65+, 0-3 Months,212
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7900,Clinical Immunology,Adult,65+, 0-3 Months,22
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7900,Clinical Immunology,Child,0-15, 6-9 Months,1
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,16-64, 0-3 Months,237
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,16-64, 6-9 Months,162
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,16-64, 9-12 Months,128
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,65+, 3-6 Months,56
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,65+,12-15 Months,12
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Adult,16-64,15-18 Months,109
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Adult,65+, 0-3 Months,61
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Adult,65+, 6-9 Months,35
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Adult,65+, 9-12 Months,34
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Adult,65+,12-15 Months,24
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,16-64,15-18 Months,73
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Child,0-15, 0-3 Months,10
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Child,0-15, 3-6 Months,11
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Child,0-15, 6-9 Months,24
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Child,0-15, 9-12 Months,1
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Child,0-15,12-15 Months,3
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Child,0-15, 0-3 Months,28
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Child,0-15, 3-6 Months,19
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Child,0-15, 6-9 Months,23
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Child,0-15, 9-12 Months,17
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Adult,16-64,15-18 Months,169
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Adult,16-64,18 Months +,1184
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Adult,65+, 0-3 Months,82
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Adult,65+, 3-6 Months,83
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Adult,65+, 9-12 Months,44
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Adult,65+,12-15 Months,52
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0900,Geriatric Medicine,Adult,65+,15-18 Months,2
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1100,Haematology,Adult,16-64, 3-6 Months,48
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1100,Haematology,Child,0-15, 0-3 Months,1
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2100,Psychiatry,Adult,65+, 3-6 Months,2
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2300,Nephrology,Adult,65+, 0-3 Months,36
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2300,Nephrology,Adult,65+, 6-9 Months,2
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,299
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,256
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,115
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2400,Respiratory Medicine,Adult,65+, 9-12 Months,9
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2500,Rheumatology,Adult,16-64, 0-3 Months,199
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2500,Rheumatology,Adult,65+, 3-6 Months,28
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2500,Rheumatology,Child,0-15, 0-3 Months,1
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Adult,16-64, 3-6 Months,49
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Adult,16-64, 0-3 Months,354
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Adult,16-64, 3-6 Months,189
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,2605,Breast Surgery,Adult,16-64, 6-9 Months,22
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Adult,65+, 3-6 Months,129
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Adult,65+, 6-9 Months,98
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Adult,65+,12-15 Months,12
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Child,0-15, 0-3 Months,2
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7900,Clinical Immunology,Adult,16-64, 0-3 Months,115
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7900,Clinical Immunology,Adult,65+, 3-6 Months,4
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,7900,Clinical Immunology,Adult,65+, 6-9 Months,4
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,16-64, 3-6 Months,169
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,16-64,12-15 Months,26
30/01/2020,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,65+, 9-12 Months,42
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Adult,16-64, 9-12 Months,525
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,65+, 0-3 Months,155
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,65+, 6-9 Months,80
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,65+,15-18 Months,42
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,65+,18 Months +,53
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Adult,16-64, 3-6 Months,126
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Adult,16-64,12-15 Months,3
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Adult,65+, 9-12 Months,26
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,257
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,208
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Adult,16-64,12-15 Months,159
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Adult,65+, 6-9 Months,67
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Adult,65+,15-18 Months,41
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Child,0-15, 3-6 Months,98
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Child,0-15, 6-9 Months,109
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Child,0-15,12-15 Months,84
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0900,Geriatric Medicine,Adult,16-64, 6-9 Months,1
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0900,Geriatric Medicine,Adult,65+, 9-12 Months,2
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1100,Haematology,Adult,16-64, 9-12 Months,24
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1100,Haematology,Adult,65+,18 Months +,1
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1300,Neurology,Adult,16-64, 9-12 Months,38
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1300,Neurology,Child,0-15,18 Months +,2
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1503,Gynaecology,Adult,16-64,12-15 Months,136
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1503,Gynaecology,Adult,16-64,18 Months +,466
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1503,Gynaecology,Adult,65+, 0-3 Months,45
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1503,Gynaecology,Adult,65+,15-18 Months,28
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1503,Gynaecology,Child,0-15, 3-6 Months,2
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,1503,Gynaecology,Child,0-15, 6-9 Months,4
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Adult,16-64,12-15 Months,346
30/01/2020,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Child,0-15, 0-3 Months,11
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,16-64, 0-3 Months,245
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,16-64, 6-9 Months,159
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,16-64, 9-12 Months,130
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,16-64,18 Months +,108
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,65+, 3-6 Months,109
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,65+,12-15 Months,32
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Child,0-15,15-18 Months,1
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Adult,16-64, 0-3 Months,173
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Adult,16-64, 6-9 Months,100
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Adult,16-64, 9-12 Months,67
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Adult,65+, 3-6 Months,57
30/01/2020,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,233
