Time_Bands,Speciality_Name,Hospital_Group,Archive_Date,Total
> 1 Year,Paed Orthopaedic,Children's Health Ireland,2016-03-31T00:00:00Z,7
< 1 Year,Paediatric Dermatology,Children's Health Ireland,2016-03-31T00:00:00Z,437
> 1 Year,Paediatric Dermatology,Children's Health Ireland,2016-03-31T00:00:00Z,99
< 1 Year,Paediatric ENT,Children's Health Ireland,2016-03-31T00:00:00Z,1340
> 1 Year,Paediatric ENT,Children's Health Ireland,2016-03-31T00:00:00Z,649
< 1 Year,Paediatric Neurology,Children's Health Ireland,2016-03-31T00:00:00Z,58
< 1 Year,Paediatric Radiology,Children's Health Ireland,2016-03-31T00:00:00Z,6
< 1 Year,Paediatric Respiratory Medicine,Children's Health Ireland,2016-03-31T00:00:00Z,482
> 1 Year,Paediatric Respiratory Medicine,Children's Health Ireland,2016-03-31T00:00:00Z,9
< 1 Year,Paediatric Surgery,Children's Health Ireland,2016-03-31T00:00:00Z,441
> 1 Year,Paediatric Surgery,Children's Health Ireland,2016-03-31T00:00:00Z,1
< 1 Year,Paediatrics,Children's Health Ireland,2016-03-31T00:00:00Z,3943
> 1 Year,Paediatrics,Children's Health Ireland,2016-03-31T00:00:00Z,254
< 1 Year,Plastic Surgery,Children's Health Ireland,2016-03-31T00:00:00Z,1250
> 1 Year,Plastic Surgery,Children's Health Ireland,2016-03-31T00:00:00Z,128
< 1 Year,Respiratory Medicine,Children's Health Ireland,2016-03-31T00:00:00Z,932
> 1 Year,Respiratory Medicine,Children's Health Ireland,2016-03-31T00:00:00Z,194
< 1 Year,Rheumatology,Children's Health Ireland,2016-03-31T00:00:00Z,378
> 1 Year,Rheumatology,Children's Health Ireland,2016-03-31T00:00:00Z,152
< 1 Year,Small Volume Specialities,Children's Health Ireland,2016-03-31T00:00:00Z,37
> 1 Year,Small Volume Specialities,Children's Health Ireland,2016-03-31T00:00:00Z,1
< 1 Year,Urology,Children's Health Ireland,2016-03-31T00:00:00Z,775
> 1 Year,Urology,Children's Health Ireland,2016-03-31T00:00:00Z,153
< 1 Year,Anaesthetics,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,209
> 1 Year,Anaesthetics,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,33
< 1 Year,Cardio-Thoracic Surgery,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,133
> 1 Year,Cardio-Thoracic Surgery,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,26
< 1 Year,Cardiology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,2345
> 1 Year,Cardiology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,268
< 1 Year,Chemical Pathology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,90
> 1 Year,Chemical Pathology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,20
< 1 Year,Clinical (Medical) Genetics,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,353
> 1 Year,Clinical (Medical) Genetics,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,1
< 1 Year,Clinical Immunology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,268
< 1 Year,Clinical Neurophysiology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,856
> 1 Year,Clinical Neurophysiology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,3
< 1 Year,Dental Surgery,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,7
< 1 Year,Dermatology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,3911
> 1 Year,Dermatology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,519
< 1 Year,Developmental Paediatrics,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,25
> 1 Year,Developmental Paediatrics,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,5
< 1 Year,Diabetes Mellitus,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,402
> 1 Year,Diabetes Mellitus,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,76
< 1 Year,Endocrinology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,923
> 1 Year,Endocrinology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,118
< 1 Year,Gastro-Enterology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,3303
> 1 Year,Gastro-Enterology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,166
< 1 Year,General Medicine,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,3167
> 1 Year,General Medicine,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,504
< 1 Year,General Surgery,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,8725
> 1 Year,General Surgery,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,909
< 1 Year,Geriatric Medicine,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,298
< 1 Year,Gynaecology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,1848
> 1 Year,Gynaecology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,339
< 1 Year,Haematology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,992
> 1 Year,Haematology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,37
< 1 Year,Infectious Diseases,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,35
< 1 Year,Maxillo-Facial,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,941
> 1 Year,Maxillo-Facial,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,119
< 1 Year,Nephrology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,452
> 1 Year,Nephrology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,25
< 1 Year,Neurology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,1822
> 1 Year,Neurology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,624
< 1 Year,Obstetrics,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,1
< 1 Year,Oncology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,75
< 1 Year,Ophthalmology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,1059
> 1 Year,Ophthalmology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,113
< 1 Year,Orthopaedics,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,9784
> 1 Year,Orthopaedics,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,1327
< 1 Year,Other,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,358
< 1 Year,Otolaryngology (ENT),Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,7439
> 1 Year,Otolaryngology (ENT),Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,1921
< 1 Year,Paediatric Surgery,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,3
< 1 Year,Paediatrics,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,420
> 1 Year,Paediatrics,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,5
< 1 Year,Pain Relief,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,1348
> 1 Year,Pain Relief,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,55
< 1 Year,Palliative Medicine,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,10
< 1 Year,Plastic Surgery,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,2107
> 1 Year,Plastic Surgery,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,174
< 1 Year,Psychiatry,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,97
< 1 Year,Radiology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,7
< 1 Year,Radiotherapy,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,23
< 1 Year,Rehabilitation Medicine,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,12
< 1 Year,Respiratory Medicine,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,859
> 1 Year,Respiratory Medicine,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,40
< 1 Year,Rheumatology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,1504
> 1 Year,Rheumatology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,168
< 1 Year,Small Volume Specialities,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,7
> 1 Year,Small Volume Specialities,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,2
< 1 Year,Urology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,3773
> 1 Year,Urology,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,1283
< 1 Year,Vascular Surgery,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,2261
> 1 Year,Vascular Surgery,Dublin Midlands Hospital Group,2016-03-31T00:00:00Z,298
< 1 Year,Anaesthetics,Ireland East Hospital Group,2016-03-31T00:00:00Z,59
< 1 Year,Cardio-Thoracic Surgery,Ireland East Hospital Group,2016-03-31T00:00:00Z,194
> 1 Year,Cardio-Thoracic Surgery,Ireland East Hospital Group,2016-03-31T00:00:00Z,6
< 1 Year,Cardiology,Ireland East Hospital Group,2016-03-31T00:00:00Z,4415
> 1 Year,Cardiology,Ireland East Hospital Group,2016-03-31T00:00:00Z,410
< 1 Year,Clinical (Medical) Genetics,Ireland East Hospital Group,2016-03-31T00:00:00Z,311
< 1 Year,Clinical Neurophysiology,Ireland East Hospital Group,2016-03-31T00:00:00Z,8
< 1 Year,Dental Surgery,Ireland East Hospital Group,2016-03-31T00:00:00Z,37
> 1 Year,Dental Surgery,Ireland East Hospital Group,2016-03-31T00:00:00Z,1
< 1 Year,Dermatology,Ireland East Hospital Group,2016-03-31T00:00:00Z,5430
> 1 Year,Dermatology,Ireland East Hospital Group,2016-03-31T00:00:00Z,622
< 1 Year,Diabetes Mellitus,Ireland East Hospital Group,2016-03-31T00:00:00Z,128
> 1 Year,Diabetes Mellitus,Ireland East Hospital Group,2016-03-31T00:00:00Z,1
< 1 Year,Endocrinology,Ireland East Hospital Group,2016-03-31T00:00:00Z,1918
> 1 Year,Endocrinology,Ireland East Hospital Group,2016-03-31T00:00:00Z,640
< 1 Year,Gastro-Enterology,Ireland East Hospital Group,2016-03-31T00:00:00Z,2328
> 1 Year,Gastro-Enterology,Ireland East Hospital Group,2016-03-31T00:00:00Z,30
< 1 Year,Gastro-Intestinal Surgery,Ireland East Hospital Group,2016-03-31T00:00:00Z,322
> 1 Year,Gastro-Intestinal Surgery,Ireland East Hospital Group,2016-03-31T00:00:00Z,74
< 1 Year,General Medicine,Ireland East Hospital Group,2016-03-31T00:00:00Z,4167
> 1 Year,General Medicine,Ireland East Hospital Group,2016-03-31T00:00:00Z,151
< 1 Year,General Surgery,Ireland East Hospital Group,2016-03-31T00:00:00Z,9346
> 1 Year,General Surgery,Ireland East Hospital Group,2016-03-31T00:00:00Z,103
< 1 Year,Geriatric Medicine,Ireland East Hospital Group,2016-03-31T00:00:00Z,504
> 1 Year,Geriatric Medicine,Ireland East Hospital Group,2016-03-31T00:00:00Z,13
< 1 Year,Gynaecology,Ireland East Hospital Group,2016-03-31T00:00:00Z,4677
> 1 Year,Gynaecology,Ireland East Hospital Group,2016-03-31T00:00:00Z,291
< 1 Year,Haematology,Ireland East Hospital Group,2016-03-31T00:00:00Z,1010
> 1 Year,Haematology,Ireland East Hospital Group,2016-03-31T00:00:00Z,49
< 1 Year,Infectious Diseases,Ireland East Hospital Group,2016-03-31T00:00:00Z,83
> 1 Year,Infectious Diseases,Ireland East Hospital Group,2016-03-31T00:00:00Z,1
< 1 Year,Metabolic Medicine,Ireland East Hospital Group,2016-03-31T00:00:00Z,41
< 1 Year,Nephrology,Ireland East Hospital Group,2016-03-31T00:00:00Z,311
> 1 Year,Nephrology,Ireland East Hospital Group,2016-03-31T00:00:00Z,2
< 1 Year,Neurology,Ireland East Hospital Group,2016-03-31T00:00:00Z,2762
> 1 Year,Neurology,Ireland East Hospital Group,2016-03-31T00:00:00Z,128
< 1 Year,Obstetrics,Ireland East Hospital Group,2016-03-31T00:00:00Z,2
< 1 Year,Oncology,Ireland East Hospital Group,2016-03-31T00:00:00Z,77
< 1 Year,Ophthalmology,Ireland East Hospital Group,2016-03-31T00:00:00Z,11407
> 1 Year,Ophthalmology,Ireland East Hospital Group,2016-03-31T00:00:00Z,2506
< 1 Year,Orthopaedics,Ireland East Hospital Group,2016-03-31T00:00:00Z,8886
> 1 Year,Orthopaedics,Ireland East Hospital Group,2016-03-31T00:00:00Z,674
< 1 Year,Other,Ireland East Hospital Group,2016-03-31T00:00:00Z,4
< 1 Year,Otolaryngology (ENT),Ireland East Hospital Group,2016-03-31T00:00:00Z,5635
> 1 Year,Otolaryngology (ENT),Ireland East Hospital Group,2016-03-31T00:00:00Z,1050
< 1 Year,Paediatrics,Ireland East Hospital Group,2016-03-31T00:00:00Z,1430
> 1 Year,Paediatrics,Ireland East Hospital Group,2016-03-31T00:00:00Z,6
< 1 Year,Pain Relief,Ireland East Hospital Group,2016-03-31T00:00:00Z,1867
> 1 Year,Pain Relief,Ireland East Hospital Group,2016-03-31T00:00:00Z,201
< 1 Year,Palliative Medicine,Ireland East Hospital Group,2016-03-31T00:00:00Z,4
< 1 Year,Plastic Surgery,Ireland East Hospital Group,2016-03-31T00:00:00Z,2480
> 1 Year,Plastic Surgery,Ireland East Hospital Group,2016-03-31T00:00:00Z,578
< 1 Year,Psychiatry,Ireland East Hospital Group,2016-03-31T00:00:00Z,85
< 1 Year,Radiology,Ireland East Hospital Group,2016-03-31T00:00:00Z,11
< 1 Year,Radiotherapy,Ireland East Hospital Group,2016-03-31T00:00:00Z,31
< 1 Year,Rehabilitation Medicine,Ireland East Hospital Group,2016-03-31T00:00:00Z,9
< 1 Year,Respiratory Medicine,Ireland East Hospital Group,2016-03-31T00:00:00Z,1918
> 1 Year,Respiratory Medicine,Ireland East Hospital Group,2016-03-31T00:00:00Z,113
< 1 Year,Rheumatology,Ireland East Hospital Group,2016-03-31T00:00:00Z,2349
> 1 Year,Rheumatology,Ireland East Hospital Group,2016-03-31T00:00:00Z,220
< 1 Year,Small Volume Specialities,Ireland East Hospital Group,2016-03-31T00:00:00Z,43
> 1 Year,Small Volume Specialities,Ireland East Hospital Group,2016-03-31T00:00:00Z,1
< 1 Year,Urology,Ireland East Hospital Group,2016-03-31T00:00:00Z,3670
> 1 Year,Urology,Ireland East Hospital Group,2016-03-31T00:00:00Z,348
< 1 Year,Vascular Surgery,Ireland East Hospital Group,2016-03-31T00:00:00Z,1006
> 1 Year,Vascular Surgery,Ireland East Hospital Group,2016-03-31T00:00:00Z,47
< 1 Year,Anaesthetics,RCSI  Hospitals Group,2016-03-31T00:00:00Z,377
> 1 Year,Anaesthetics,RCSI  Hospitals Group,2016-03-31T00:00:00Z,2
< 1 Year,Breast Surgery,RCSI  Hospitals Group,2016-03-31T00:00:00Z,78
< 1 Year,Cardiology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,3313
> 1 Year,Cardiology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,209
< 1 Year,Clinical Immunology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,515
> 1 Year,Clinical Immunology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,239
< 1 Year,Dermatology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,5689
> 1 Year,Dermatology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,1750
< 1 Year,Endocrinology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,2106
> 1 Year,Endocrinology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,504
< 1 Year,Gastro-Enterology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,3998
> 1 Year,Gastro-Enterology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,499
< 1 Year,General Medicine,RCSI  Hospitals Group,2016-03-31T00:00:00Z,2104
> 1 Year,General Medicine,RCSI  Hospitals Group,2016-03-31T00:00:00Z,73
< 1 Year,General Surgery,RCSI  Hospitals Group,2016-03-31T00:00:00Z,7769
> 1 Year,General Surgery,RCSI  Hospitals Group,2016-03-31T00:00:00Z,680
< 1 Year,Geriatric Medicine,RCSI  Hospitals Group,2016-03-31T00:00:00Z,213
> 1 Year,Geriatric Medicine,RCSI  Hospitals Group,2016-03-31T00:00:00Z,2
< 1 Year,Gynaecology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,5417
> 1 Year,Gynaecology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,614
< 1 Year,Haematology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,808
> 1 Year,Haematology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,203
< 1 Year,Infectious Diseases,RCSI  Hospitals Group,2016-03-31T00:00:00Z,20
< 1 Year,Maxillo-Facial,RCSI  Hospitals Group,2016-03-31T00:00:00Z,39
> 1 Year,Maxillo-Facial,RCSI  Hospitals Group,2016-03-31T00:00:00Z,40
< 1 Year,Nephrology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,212
< 1 Year,Neurology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,2226
> 1 Year,Neurology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,954
< 1 Year,Neurosurgery,RCSI  Hospitals Group,2016-03-31T00:00:00Z,2592
> 1 Year,Neurosurgery,RCSI  Hospitals Group,2016-03-31T00:00:00Z,716
< 1 Year,Oncology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,41
< 1 Year,Ophthalmology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,1319
> 1 Year,Ophthalmology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,96
< 1 Year,Orthopaedics,RCSI  Hospitals Group,2016-03-31T00:00:00Z,5151
> 1 Year,Orthopaedics,RCSI  Hospitals Group,2016-03-31T00:00:00Z,648
< 1 Year,Other,RCSI  Hospitals Group,2016-03-31T00:00:00Z,135
> 1 Year,Other,RCSI  Hospitals Group,2016-03-31T00:00:00Z,8
< 1 Year,Otolaryngology (ENT),RCSI  Hospitals Group,2016-03-31T00:00:00Z,6985
> 1 Year,Otolaryngology (ENT),RCSI  Hospitals Group,2016-03-31T00:00:00Z,2111
< 1 Year,Paediatrics,RCSI  Hospitals Group,2016-03-31T00:00:00Z,1387
> 1 Year,Paediatrics,RCSI  Hospitals Group,2016-03-31T00:00:00Z,19
< 1 Year,Pain Relief,RCSI  Hospitals Group,2016-03-31T00:00:00Z,984
> 1 Year,Pain Relief,RCSI  Hospitals Group,2016-03-31T00:00:00Z,280
< 1 Year,Plastic Surgery,RCSI  Hospitals Group,2016-03-31T00:00:00Z,1760
> 1 Year,Plastic Surgery,RCSI  Hospitals Group,2016-03-31T00:00:00Z,237
< 1 Year,Psychiatry,RCSI  Hospitals Group,2016-03-31T00:00:00Z,43
< 1 Year,Respiratory Medicine,RCSI  Hospitals Group,2016-03-31T00:00:00Z,2622
> 1 Year,Respiratory Medicine,RCSI  Hospitals Group,2016-03-31T00:00:00Z,569
< 1 Year,Rheumatology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,1003
> 1 Year,Rheumatology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,386
< 1 Year,Small Volume Specialities,RCSI  Hospitals Group,2016-03-31T00:00:00Z,15
< 1 Year,Tropical,RCSI  Hospitals Group,2016-03-31T00:00:00Z,17
< 1 Year,Urology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,4185
> 1 Year,Urology,RCSI  Hospitals Group,2016-03-31T00:00:00Z,603
< 1 Year,Vascular Surgery,RCSI  Hospitals Group,2016-03-31T00:00:00Z,1030
> 1 Year,Vascular Surgery,RCSI  Hospitals Group,2016-03-31T00:00:00Z,91
< 1 Year,Anaesthetics,Saolta University Health Care Group,2016-03-31T00:00:00Z,583
> 1 Year,Anaesthetics,Saolta University Health Care Group,2016-03-31T00:00:00Z,362
< 1 Year,Cardio-Thoracic Surgery,Saolta University Health Care Group,2016-03-31T00:00:00Z,87
> 1 Year,Cardio-Thoracic Surgery,Saolta University Health Care Group,2016-03-31T00:00:00Z,5
< 1 Year,Cardiology,Saolta University Health Care Group,2016-03-31T00:00:00Z,3483
> 1 Year,Cardiology,Saolta University Health Care Group,2016-03-31T00:00:00Z,398
< 1 Year,Clinical Immunology,Saolta University Health Care Group,2016-03-31T00:00:00Z,325
> 1 Year,Clinical Immunology,Saolta University Health Care Group,2016-03-31T00:00:00Z,127
< 1 Year,Clinical Neurophysiology,Saolta University Health Care Group,2016-03-31T00:00:00Z,52
< 1 Year,Clinical Pharmacology,Saolta University Health Care Group,2016-03-31T00:00:00Z,53
< 1 Year,Dermatology,Saolta University Health Care Group,2016-03-31T00:00:00Z,3689
> 1 Year,Dermatology,Saolta University Health Care Group,2016-03-31T00:00:00Z,657
< 1 Year,Endocrinology,Saolta University Health Care Group,2016-03-31T00:00:00Z,545
> 1 Year,Endocrinology,Saolta University Health Care Group,2016-03-31T00:00:00Z,29
< 1 Year,Gastro-Enterology,Saolta University Health Care Group,2016-03-31T00:00:00Z,1287
> 1 Year,Gastro-Enterology,Saolta University Health Care Group,2016-03-31T00:00:00Z,46
< 1 Year,General Medicine,Saolta University Health Care Group,2016-03-31T00:00:00Z,5791
> 1 Year,General Medicine,Saolta University Health Care Group,2016-03-31T00:00:00Z,817
< 1 Year,General Surgery,Saolta University Health Care Group,2016-03-31T00:00:00Z,9950
> 1 Year,General Surgery,Saolta University Health Care Group,2016-03-31T00:00:00Z,505
< 1 Year,Geriatric Medicine,Saolta University Health Care Group,2016-03-31T00:00:00Z,169
> 1 Year,Geriatric Medicine,Saolta University Health Care Group,2016-03-31T00:00:00Z,6
< 1 Year,Gynaecology,Saolta University Health Care Group,2016-03-31T00:00:00Z,4935
> 1 Year,Gynaecology,Saolta University Health Care Group,2016-03-31T00:00:00Z,854
< 1 Year,Haematology,Saolta University Health Care Group,2016-03-31T00:00:00Z,374
> 1 Year,Haematology,Saolta University Health Care Group,2016-03-31T00:00:00Z,21
< 1 Year,Immunology,Saolta University Health Care Group,2016-03-31T00:00:00Z,20
> 1 Year,Immunology,Saolta University Health Care Group,2016-03-31T00:00:00Z,39
< 1 Year,Infectious Diseases,Saolta University Health Care Group,2016-03-31T00:00:00Z,22
< 1 Year,Maxillo-Facial,Saolta University Health Care Group,2016-03-31T00:00:00Z,299
> 1 Year,Maxillo-Facial,Saolta University Health Care Group,2016-03-31T00:00:00Z,77
< 1 Year,Nephrology,Saolta University Health Care Group,2016-03-31T00:00:00Z,666
> 1 Year,Nephrology,Saolta University Health Care Group,2016-03-31T00:00:00Z,137
< 1 Year,Neurology,Saolta University Health Care Group,2016-03-31T00:00:00Z,2091
> 1 Year,Neurology,Saolta University Health Care Group,2016-03-31T00:00:00Z,267
< 1 Year,Obstetrics,Saolta University Health Care Group,2016-03-31T00:00:00Z,11
< 1 Year,Oncology,Saolta University Health Care Group,2016-03-31T00:00:00Z,96
< 1 Year,Ophthalmology,Saolta University Health Care Group,2016-03-31T00:00:00Z,3410
> 1 Year,Ophthalmology,Saolta University Health Care Group,2016-03-31T00:00:00Z,436
< 1 Year,Oral Surgery,Saolta University Health Care Group,2016-03-31T00:00:00Z,2073
> 1 Year,Oral Surgery,Saolta University Health Care Group,2016-03-31T00:00:00Z,273
< 1 Year,Orthopaedics,Saolta University Health Care Group,2016-03-31T00:00:00Z,9866
> 1 Year,Orthopaedics,Saolta University Health Care Group,2016-03-31T00:00:00Z,1555
< 1 Year,Otolaryngology (ENT),Saolta University Health Care Group,2016-03-31T00:00:00Z,8179
> 1 Year,Otolaryngology (ENT),Saolta University Health Care Group,2016-03-31T00:00:00Z,2322
< 1 Year,Paediatrics,Saolta University Health Care Group,2016-03-31T00:00:00Z,2835
> 1 Year,Paediatrics,Saolta University Health Care Group,2016-03-31T00:00:00Z,239
< 1 Year,Pain Relief,Saolta University Health Care Group,2016-03-31T00:00:00Z,755
> 1 Year,Pain Relief,Saolta University Health Care Group,2016-03-31T00:00:00Z,139
< 1 Year,Pathology,Saolta University Health Care Group,2016-03-31T00:00:00Z,16
< 1 Year,Plastic Surgery,Saolta University Health Care Group,2016-03-31T00:00:00Z,3986
> 1 Year,Plastic Surgery,Saolta University Health Care Group,2016-03-31T00:00:00Z,317
< 1 Year,Radiotherapy,Saolta University Health Care Group,2016-03-31T00:00:00Z,25
> 1 Year,Radiotherapy,Saolta University Health Care Group,2016-03-31T00:00:00Z,1
< 1 Year,Respiratory Medicine,Saolta University Health Care Group,2016-03-31T00:00:00Z,815
> 1 Year,Respiratory Medicine,Saolta University Health Care Group,2016-03-31T00:00:00Z,76
< 1 Year,Rheumatology,Saolta University Health Care Group,2016-03-31T00:00:00Z,1759
> 1 Year,Rheumatology,Saolta University Health Care Group,2016-03-31T00:00:00Z,543
< 1 Year,Small Volume Specialities,Saolta University Health Care Group,2016-03-31T00:00:00Z,14
> 1 Year,Small Volume Specialities,Saolta University Health Care Group,2016-03-31T00:00:00Z,1
< 1 Year,Urology,Saolta University Health Care Group,2016-03-31T00:00:00Z,4988
> 1 Year,Urology,Saolta University Health Care Group,2016-03-31T00:00:00Z,1009
< 1 Year,Vascular Surgery,Saolta University Health Care Group,2016-03-31T00:00:00Z,1451
> 1 Year,Vascular Surgery,Saolta University Health Care Group,2016-03-31T00:00:00Z,341
< 1 Year,Breast Surgery,South/South West Hospital Group,2016-03-31T00:00:00Z,1766
> 1 Year,Breast Surgery,South/South West Hospital Group,2016-03-31T00:00:00Z,6
< 1 Year,Cardio-Thoracic Surgery,South/South West Hospital Group,2016-03-31T00:00:00Z,118
> 1 Year,Cardio-Thoracic Surgery,South/South West Hospital Group,2016-03-31T00:00:00Z,10
< 1 Year,Cardiology,South/South West Hospital Group,2016-03-31T00:00:00Z,2992
> 1 Year,Cardiology,South/South West Hospital Group,2016-03-31T00:00:00Z,90
< 1 Year,Dermatology,South/South West Hospital Group,2016-03-31T00:00:00Z,5146
> 1 Year,Dermatology,South/South West Hospital Group,2016-03-31T00:00:00Z,411
< 1 Year,Diabetes Mellitus,South/South West Hospital Group,2016-03-31T00:00:00Z,596
> 1 Year,Diabetes Mellitus,South/South West Hospital Group,2016-03-31T00:00:00Z,165
< 1 Year,Endocrinology,South/South West Hospital Group,2016-03-31T00:00:00Z,913
> 1 Year,Endocrinology,South/South West Hospital Group,2016-03-31T00:00:00Z,146
< 1 Year,Gastro-Enterology,South/South West Hospital Group,2016-03-31T00:00:00Z,3048
> 1 Year,Gastro-Enterology,South/South West Hospital Group,2016-03-31T00:00:00Z,668
< 1 Year,Gastro-Intestinal Surgery,South/South West Hospital Group,2016-03-31T00:00:00Z,617
> 1 Year,Gastro-Intestinal Surgery,South/South West Hospital Group,2016-03-31T00:00:00Z,40
< 1 Year,General Medicine,South/South West Hospital Group,2016-03-31T00:00:00Z,4080
> 1 Year,General Medicine,South/South West Hospital Group,2016-03-31T00:00:00Z,417
< 1 Year,General Surgery,South/South West Hospital Group,2016-03-31T00:00:00Z,7845
> 1 Year,General Surgery,South/South West Hospital Group,2016-03-31T00:00:00Z,506
< 1 Year,Geriatric Medicine,South/South West Hospital Group,2016-03-31T00:00:00Z,347
< 1 Year,Gynaecology,South/South West Hospital Group,2016-03-31T00:00:00Z,4674
> 1 Year,Gynaecology,South/South West Hospital Group,2016-03-31T00:00:00Z,1076
< 1 Year,Haematology,South/South West Hospital Group,2016-03-31T00:00:00Z,637
> 1 Year,Haematology,South/South West Hospital Group,2016-03-31T00:00:00Z,3
< 1 Year,Hepato-Biliary Surgery,South/South West Hospital Group,2016-03-31T00:00:00Z,147
> 1 Year,Hepato-Biliary Surgery,South/South West Hospital Group,2016-03-31T00:00:00Z,44
< 1 Year,Infectious Diseases,South/South West Hospital Group,2016-03-31T00:00:00Z,43
