Archive Date,Group,Hospital HIPE,Hospital,Specialty HIPE,Speciality,Case Type,Adult/Child,Age Profile,Time Bands,Total
2017-06-29,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 6-9 Months",3
2017-06-29,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",3
2017-06-29,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",2
2017-06-29,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 6-9 Months",2
2017-06-29,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64," 0-3 Months",7
2017-06-29,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64," 3-6 Months",1
2017-06-29,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64," 9-12 Months",1
2017-06-29,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+," 0-3 Months",2
2017-06-29,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+," 9-12 Months",2
2017-06-29,Ireland East Hospital Group,0908,Mater Misericordiae University Hospital,2602,Gastro-Intestinal Surgery,Inpatient,Adult,65+," 9-12 Months",1
2017-06-29,Ireland East Hospital Group,0910,St. Vincent's University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",54
2017-06-29,Ireland East Hospital Group,0910,St. Vincent's University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",11
2017-06-29,Ireland East Hospital Group,0910,St. Vincent's University Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",27
2017-06-29,Ireland East Hospital Group,0910,St. Vincent's University Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",6
2017-06-29,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",76
2017-06-29,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",27
2017-06-29,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,0700,Gastro-Enterology,Day Case,Adult,16-64," 6-9 Months",3
2017-06-29,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",28
2017-06-29,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",11
2017-06-29,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,0700,Gastro-Enterology,Day Case,Adult,65+," 6-9 Months",2
2017-06-29,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,0700,Gastro-Enterology,Inpatient,Adult,65+," 0-3 Months",2
2017-06-29,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",372
2017-06-29,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",153
2017-06-29,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",18
2017-06-29,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",102
2017-06-29,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",46
2017-06-29,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",4
2017-06-29,Ireland East Hospital Group,0912,St. Michael's Hospital Dun Laoghaire,2600,General Surgery,Inpatient,Adult,65+," 0-3 Months",6
2017-06-29,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",402
2017-06-29,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",50
2017-06-29,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",76
2017-06-29,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",15
2017-06-29,RCSI  Hospitals Group,0108,Connolly Hospital,0700,Gastro-Enterology,Inpatient,Adult,65+," 0-3 Months",1
2017-06-29,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",95
2017-06-29,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",57
2017-06-29,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",23
2017-06-29,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",13
2017-06-29,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Day Case,Adult,65+,18+ Months,2
2017-06-29,RCSI  Hospitals Group,0108,Connolly Hospital,2600,General Surgery,Inpatient,Adult,16-64," 3-6 Months",1
2017-06-29,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",233
2017-06-29,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",106
2017-06-29,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",6
2017-06-29,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",73
2017-06-29,RCSI  Hospitals Group,0400,Louth County Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",20
2017-06-29,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",111
2017-06-29,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",37
2017-06-29,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,16-64," 6-9 Months",9
2017-06-29,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",51
2017-06-29,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",9
2017-06-29,RCSI  Hospitals Group,0400,Louth County Hospital,5000,General Medicine,Day Case,Adult,65+," 6-9 Months",3
2017-06-29,RCSI  Hospitals Group,0402,Cavan General Hospital,0000,Small Volume Specialities,Day Case,Adult,65+," 0-3 Months",1
2017-06-29,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",192
2017-06-29,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",70
2017-06-29,RCSI  Hospitals Group,0402,Cavan General Hospital,2600,General Surgery,Day Case,Child,0-15," 0-3 Months",1
2017-06-29,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",7
2017-06-29,RCSI  Hospitals Group,0402,Cavan General Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",7
2017-06-29,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",90
2017-06-29,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",1
2017-06-29,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",30
2017-06-29,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",9
2017-06-29,RCSI  Hospitals Group,0922,Our Lady of Lourdes Hospital Drogheda,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",3
2017-06-29,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",505
2017-06-29,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",88
2017-06-29,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 6-9 Months",1
2017-06-29,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",131
2017-06-29,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",26
2017-06-29,RCSI  Hospitals Group,0923,Beaumont Hospital,0700,Gastro-Enterology,Inpatient,Adult,16-64," 0-3 Months",1
2017-06-29,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",79
2017-06-29,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",23
2017-06-29,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",32
2017-06-29,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",8
2017-06-29,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Inpatient,Adult,16-64," 0-3 Months",1
2017-06-29,Saolta University Health Care Group,0500,Letterkenny General Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64," 3-6 Months",1
2017-06-29,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",156
2017-06-29,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",97
2017-06-29,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,16-64,12-15 Months,1
2017-06-29,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",72
2017-06-29,Saolta University Health Care Group,0500,Letterkenny General Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",31
2017-06-29,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",146
2017-06-29,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",53
2017-06-29,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",60
2017-06-29,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",14
2017-06-29,Saolta University Health Care Group,0500,Letterkenny General Hospital,5000,General Medicine,Day Case,Child,0-15," 0-3 Months",2
2017-06-29,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",162
2017-06-29,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",26
2017-06-29,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",94
2017-06-29,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",12
2017-06-29,Saolta University Health Care Group,0501,Sligo Regional Hospital,2600,General Surgery,Inpatient,Adult,16-64," 0-3 Months",1
2017-06-29,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",67
2017-06-29,Saolta University Health Care Group,0501,Sligo Regional Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",22
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",341
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",233
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 6-9 Months",160
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 9-12 Months",125
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,12-15 Months,79
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,15-18 Months,46
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64,18+ Months,1
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",122
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",38
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 6-9 Months",33
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 9-12 Months",26
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,12-15 Months,12
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,15-18 Months,19
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Adult,65+,18+ Months,1
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Child,0-15," 0-3 Months",2
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Child,0-15," 3-6 Months",1
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,0700,Gastro-Enterology,Day Case,Child,0-15," 6-9 Months",2
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",176
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",93
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",38
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,16-64," 9-12 Months",70
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,16-64,12-15 Months,70
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,16-64,15-18 Months,50
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,16-64,18+ Months,1
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",84
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",30
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",30
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,65+," 9-12 Months",20
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,65+,12-15 Months,18
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Adult,65+,15-18 Months,16
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Day Case,Child,0-15," 3-6 Months",1
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Inpatient,Adult,16-64," 0-3 Months",2
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Inpatient,Adult,16-64," 3-6 Months",1
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Inpatient,Adult,16-64," 6-9 Months",2
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Inpatient,Adult,16-64," 9-12 Months",1
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Inpatient,Adult,16-64,15-18 Months,1
2017-06-29,Saolta University Health Care Group,0800,Galway University Hospital,2600,General Surgery,Inpatient,Adult,65+,15-18 Months,1
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",8
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",5
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",6
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",3
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",2
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Day Case,Adult,65+," 9-12 Months",1
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,2600,General Surgery,Inpatient,Adult,65+," 3-6 Months",1
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",61
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",50
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,16-64," 6-9 Months",35
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,16-64," 9-12 Months",33
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,16-64,12-15 Months,38
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,16-64,15-18 Months,39
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",42
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",22
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,65+," 6-9 Months",13
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,65+," 9-12 Months",13
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,65+,12-15 Months,13
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Adult,65+,15-18 Months,10
2017-06-29,Saolta University Health Care Group,0802,Mayo General Hospital,5000,General Medicine,Day Case,Child,0-15," 0-3 Months",1
2017-06-29,Saolta University Health Care Group,0803,Roscommon Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",227
2017-06-29,Saolta University Health Care Group,0803,Roscommon Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",26
2017-06-29,Saolta University Health Care Group,0803,Roscommon Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",1
2017-06-29,Saolta University Health Care Group,0803,Roscommon Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",71
2017-06-29,Saolta University Health Care Group,0803,Roscommon Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",14
2017-06-29,Saolta University Health Care Group,0919,Portiuncula Hospital,0000,Small Volume Specialities,Day Case,Adult,16-64," 0-3 Months",3
2017-06-29,Saolta University Health Care Group,0919,Portiuncula Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",34
2017-06-29,Saolta University Health Care Group,0919,Portiuncula Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",13
2017-06-29,Saolta University Health Care Group,0919,Portiuncula Hospital,2600,General Surgery,Day Case,Adult,16-64," 6-9 Months",3
2017-06-29,Saolta University Health Care Group,0919,Portiuncula Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",9
2017-06-29,Saolta University Health Care Group,0919,Portiuncula Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",3
2017-06-29,Saolta University Health Care Group,0919,Portiuncula Hospital,2600,General Surgery,Day Case,Adult,65+," 6-9 Months",2
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,0000,Small Volume Specialities,Day Case,Adult,16-64," 0-3 Months",2
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",76
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,16-64," 3-6 Months",66
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,16-64," 6-9 Months",57
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,16-64," 9-12 Months",36
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,16-64,12-15 Months,38
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,16-64,15-18 Months,28
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,16-64,18+ Months,1
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",28
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,65+," 3-6 Months",22
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,65+," 6-9 Months",32
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,65+," 9-12 Months",14
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,65+,12-15 Months,21
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,0700,Gastro-Enterology,Day Case,Adult,65+,15-18 Months,11
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64," 0-3 Months",78
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64," 3-6 Months",56
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64," 6-9 Months",58
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64," 9-12 Months",38
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,12-15 Months,30
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,16-64,15-18 Months,27
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+," 0-3 Months",44
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+," 3-6 Months",13
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+," 6-9 Months",18
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+," 9-12 Months",13
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,12-15 Months,6
2017-06-29,South/South West Hospital Group,0600,University Hospital Waterford,2602,Gastro-Intestinal Surgery,Day Case,Adult,65+,15-18 Months,7
2017-06-29,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",110
2017-06-29,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",5
2017-06-29,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",21
2017-06-29,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",2
2017-06-29,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Day Case,Child,0-15," 0-3 Months",1
2017-06-29,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,16-64," 3-6 Months",1
2017-06-29,South/South West Hospital Group,0607,South Tipperary General Hospital,2600,General Surgery,Inpatient,Adult,65+," 0-3 Months",2
2017-06-29,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",177
2017-06-29,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",6
2017-06-29,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",57
2017-06-29,South/South West Hospital Group,0607,South Tipperary General Hospital,5000,General Medicine,Day Case,Adult,65+," 3-6 Months",2
2017-06-29,South/South West Hospital Group,0703,Mallow General Hospital,0700,Gastro-Enterology,Day Case,Adult,16-64," 0-3 Months",21
2017-06-29,South/South West Hospital Group,0703,Mallow General Hospital,0700,Gastro-Enterology,Day Case,Adult,65+," 0-3 Months",5
2017-06-29,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",17
2017-06-29,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",9
2017-06-29,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",10
2017-06-29,South/South West Hospital Group,0703,Mallow General Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",3
2017-06-29,South/South West Hospital Group,0703,Mallow General Hospital,5000,General Medicine,Day Case,Adult,16-64," 0-3 Months",2
2017-06-29,South/South West Hospital Group,0703,Mallow General Hospital,5000,General Medicine,Day Case,Adult,16-64," 3-6 Months",1
2017-06-29,South/South West Hospital Group,0703,Mallow General Hospital,5000,General Medicine,Day Case,Adult,65+," 0-3 Months",2
2017-06-29,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,16-64," 0-3 Months",49
2017-06-29,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,16-64," 3-6 Months",8
2017-06-29,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,65+," 0-3 Months",16
2017-06-29,South/South West Hospital Group,0704,Bantry General Hospital,2600,General Surgery,Day Case,Adult,65+," 3-6 Months",4
